UserEmail,ContentId,RatingType
UninterestedArmy@gmail.com,655c623a759f99c923eddb0b,1
FrightenedLinen@gmail.com,655c623a759f99c923eddb0e,1
MotionlessStage@yahoo.com,655c623a759f99c923eddb0a,0
HurtScene@gmail.com,655c623a759f99c923eddaf9,1
EnviousArmy@gmail.com,655c623a759f99c923eddafa,0
CleverHeart@yahoo.com,655c623a759f99c923eddb03,1
PerfectCactus@yahoo.com,655c623a759f99c923eddafd,1
AttractiveTitle@yahoo.com,655c623a759f99c923eddb0e,1
PerfectCactus@yahoo.com,655c623a759f99c923eddb08,1
PanickyDemon@yahoo.com,655c623a759f99c923eddb04,1
PanickyDemon@yahoo.com,655c623a759f99c923eddaf9,0
AmusedCarpenter@yahoo.com,655c623a759f99c923eddb09,1
ExcitedBeast@yahoo.com,655c623a759f99c923eddb05,0
NaughtyMailbox@yahoo.com,655c623a759f99c923eddb04,1
ThankfulGiraffe@yahoo.com,655c623a759f99c923eddaf9,0
AmusedFlock@gmail.com,655c623a759f99c923eddb02,0
HungryPollution@gmail.com,655c623a759f99c923eddb06,1
MistyMusic@yahoo.com,655c623a759f99c923eddaf8,1
HealthyStation@yahoo.com,655c623a759f99c923eddaf9,1
StupidCherries@gmail.com,655c623a759f99c923eddb03,1
BeautifulGhost@yahoo.com,655c623a759f99c923eddb08,1
UninterestedArmy@gmail.com,655c623a759f99c923eddb0d,1
ThankfulGiraffe@yahoo.com,655c623a759f99c923eddb01,1
UptightWrench@yahoo.com,655c623a759f99c923eddb03,0
StupidCherries@gmail.com,655c623a759f99c923eddb08,1
AnxiousAppliance@gmail.com,655c623a759f99c923eddb08,1
HealthyStation@yahoo.com,655c623a759f99c923eddafc,0
chrismas@aol.com,655c623a759f99c923eddafe,0
WickedOcean@yahoo.com,655c623a759f99c923eddafe,0
FoolishCoast@yahoo.com,655c623a759f99c923eddafe,0
GreenStation@yahoo.com,655c623a759f99c923eddb03,0
PuzzledIsland@yahoo.com,655c623a759f99c923eddb05,0
ShyIdea@gmail.com,655c623a759f99c923eddaf9,1
StupidCherries@gmail.com,655c623a759f99c923eddb0a,1
StrangePatch@yahoo.com,655c623a759f99c923eddb01,0
AgreeableBelieve@yahoo.com,655c623a759f99c923eddafb,1
UnsightlyGate@gmail.com,655c623a759f99c923eddb04,1
InnocentVeil@yahoo.com,655c623a759f99c923eddb06,1
8pp8413@gmail.com,655c623a759f99c923eddb07,1
CrowdedCent@gmail.com,655c623a759f99c923eddafb,1
AnxiousAppliance@gmail.com,655c623a759f99c923eddb03,0
FrightenedLinen@gmail.com,655c623a759f99c923eddaff,1
TenseGlove@yahoo.com,655c623a759f99c923eddb0e,1
EasyMountain@yahoo.com,655c623a759f99c923eddafe,1
ClumsyEducation@yahoo.com,655c623a759f99c923eddb01,0
ProudHydrant@gmail.com,655c623a759f99c923eddb00,1
LonelyToothbrush@gmail.com,655c623a759f99c923eddb0a,1
TroubledBoat@yahoo.com,655c623a759f99c923eddb0d,1
PricklyCelery@yahoo.com,655c623a759f99c923eddaf9,1
FaithfulGrain@gmail.com,655c623a759f99c923eddb0e,0
TenderMonth@yahoo.com,655c623a759f99c923eddb08,0
BeautifulGhost@yahoo.com,655c623a759f99c923eddb0e,1
BreakableAfterthought@yahoo.com,655c623a759f99c923eddaff,1
LazyHope@gmail.com,655c623a759f99c923eddb09,1
CarefulFurniture@gmail.com,655c623a759f99c923eddb03,1
PerfectDinner@gmail.com,655c623a759f99c923eddafe,0
ObnoxiousAirport@gmail.com,655c623a759f99c923eddb0a,0
HilariousGhost@yahoo.com,655c623a759f99c923eddb0a,1
HilariousBirthday@yahoo.com,655c623a759f99c923eddb02,1
LonelyToothbrush@gmail.com,655c623a759f99c923eddaf9,1
ProudHydrant@gmail.com,655c623a759f99c923eddb03,0
ElatedFace@gmail.com,655c623a759f99c923eddb0c,0
RepulsiveScent@yahoo.com,655c623a759f99c923eddafb,1
DisturbedSheet@gmail.com,655c623a759f99c923eddb01,0
PuzzledIsland@yahoo.com,655c623a759f99c923eddafe,0
EasyMountain@yahoo.com,655c623a759f99c923eddb04,1
CautiousStream@gmail.com,655c623a759f99c923eddb08,1
DisturbedSheet@gmail.com,655c623a759f99c923eddb02,1
SillyDinner@gmail.com,655c623a759f99c923eddb04,1
EvilAirplane@gmail.com,655c623a759f99c923eddb0a,1
HealthyStation@yahoo.com,655c623a759f99c923eddb0a,1
HurtScene@gmail.com,655c623a759f99c923eddb07,1
ZealousHeart@yahoo.com,655c623a759f99c923eddb06,1
PerfectCactus@yahoo.com,655c623a759f99c923eddaf8,0
InnocentVeil@yahoo.com,655c623a759f99c923eddaf8,0
UnusualStage@yahoo.com,655c623a759f99c923eddafc,1
StupidCherries@gmail.com,655c623a759f99c923eddb07,1
JoyousButter@yahoo.com,655c623a759f99c923eddb07,0
8pp8413@gmail.com,655c623a759f99c923eddb03,0
LuckyGoose@gmail.com,655c623a759f99c923eddb02,0
HealthyCreature@yahoo.com,655c623a759f99c923eddb04,1
LazyHope@gmail.com,655c623a759f99c923eddb0a,1
HilariousBirthday@yahoo.com,655c623a759f99c923eddb0e,1
CrowdedCent@gmail.com,655c623a759f99c923eddb01,1
LazyHope@gmail.com,655c623a759f99c923eddb05,0
NaughtyMailbox@yahoo.com,655c623a759f99c923eddb0a,1
HurtScene@gmail.com,655c623a759f99c923eddb04,1
TenderMonth@yahoo.com,655c623a759f99c923eddafb,1
HilariousCable@yahoo.com,655c623a759f99c923eddafa,1
EvilPassenger@gmail.com,655c623a759f99c923eddaf9,1
NervousCracker@yahoo.com,655c623a759f99c923eddb04,0
ConfusedAppliance@yahoo.com,655c623a759f99c923eddb04,1
HilariousBirthday@yahoo.com,655c623a759f99c923eddaf8,1
EmbarrassedJeans@yahoo.com,655c623a759f99c923eddafe,1
PuzzledCloth@yahoo.com,655c623a759f99c923eddafa,1
VictoriousBrain@yahoo.com,655c623a759f99c923eddaf9,1
AlertTemper@gmail.com,655c623a759f99c923eddb0c,0
StupidCherries@gmail.com,655c623a759f99c923eddb0c,1
AnnoyingHoney@gmail.com,655c623a759f99c923eddafc,0
PricklyCelery@yahoo.com,655c623a759f99c923eddb0b,1
AttractiveTitle@yahoo.com,655c623a759f99c923eddb0a,1
ElatedFace@gmail.com,655c623a759f99c923eddafa,0
NervousCracker@yahoo.com,655c623a759f99c923eddafa,1
HealthyStation@yahoo.com,655c623a759f99c923eddb06,0
CautiousStream@gmail.com,655c623a759f99c923eddafd,0
BloodyEarthquake@yahoo.com,655c623a759f99c923eddb06,1
StupidCherries@gmail.com,655c623a759f99c923eddb0e,0
PerfectAdvice@gmail.com,655c623a759f99c923eddb04,1
TroubledBoat@yahoo.com,655c623a759f99c923eddb05,0
AnnoyingHoney@gmail.com,655c623a759f99c923eddb09,0
TroubledBoat@yahoo.com,655c623a759f99c923eddafb,1
StrangePatch@yahoo.com,655c623a759f99c923eddaf8,1
CarefulFurniture@gmail.com,655c623a759f99c923eddafa,1
ConfusedAppliance@yahoo.com,655c623a759f99c923eddb06,1
DeadHot@gmail.com,655c623a759f99c923eddb01,1
chrismas@aol.com,655c623a759f99c923eddaf9,1
GloriousHealth@yahoo.com,655c623a759f99c923eddafa,1
UninterestedArmy@gmail.com,655c623a759f99c923eddb02,0
VictoriousBrain@yahoo.com,655c623a759f99c923eddb0d,1
ConfusedAppliance@yahoo.com,655c623a759f99c923eddafa,1
DizzyBelieve@gmail.com,655c623a759f99c923eddb05,1
EvilAirplane@gmail.com,655c623a759f99c923eddb06,0
GrumpyBucket@gmail.com,655c623a759f99c923eddb00,0
BeautifulGhost@yahoo.com,655c623a759f99c923eddaf8,1
DelightfulCoast@gmail.com,655c623a759f99c923eddb05,0
chrismas@aol.com,655c623a759f99c923eddb03,1
LonelyToothbrush@gmail.com,655c623a759f99c923eddafe,1
DeadHot@gmail.com,655c623a759f99c923eddb00,0
LonelySeashore@yahoo.com,655c623a759f99c923eddb07,1
DefeatedWrench@gmail.com,655c623a759f99c923eddb06,0
PricklyMoney@yahoo.com,655c623a759f99c923eddb0d,1
JoyousButter@yahoo.com,655c623a759f99c923eddb01,0
JoyousButter@yahoo.com,655c623a759f99c923eddafe,1
PerfectAdvice@gmail.com,655c623a759f99c923eddafb,0
VictoriousBrain@yahoo.com,655c623a759f99c923eddb06,1
AverageAnswer@yahoo.com,655c623a759f99c923eddb08,1
HealthyStation@yahoo.com,655c623a759f99c923eddb07,1
ExcitedBeast@yahoo.com,655c623a759f99c923eddafd,1
SillyDinner@gmail.com,655c623a759f99c923eddb05,0
NaughtyMailbox@yahoo.com,655c623a759f99c923eddb06,0
FamousArithmetic@yahoo.com,655c623a759f99c923eddb09,0
PricklyCelery@yahoo.com,655c623a759f99c923eddb06,1
FrightenedLinen@gmail.com,655c623a759f99c923eddafb,1
HilariousBirthday@yahoo.com,655c623a759f99c923eddb0d,0
TroubledBoat@yahoo.com,655c623a759f99c923eddaff,1
ObnoxiousAirport@gmail.com,655c623a759f99c923eddb0e,1
ModernReward@gmail.com,655c623a759f99c923eddb09,0
FriendlyTitle@yahoo.com,655c623a759f99c923eddafe,1
DelightfulCoast@gmail.com,655c623a759f99c923eddb07,0
InnocentVeil@yahoo.com,655c623a759f99c923eddb02,1
RelievedPleasure@gmail.com,655c623a759f99c923eddaf8,0
MotionlessStage@yahoo.com,655c623a759f99c923eddb00,1
PerfectDinner@gmail.com,655c623a759f99c923eddaff,1
FamousArithmetic@yahoo.com,655c623a759f99c923eddb01,1
LuckyGoose@gmail.com,655c623a759f99c923eddafe,1
ElatedMountain@gmail.com,655c623a759f99c923eddb0c,1
FaithfulGrain@gmail.com,655c623a759f99c923eddb00,1
FamousArithmetic@yahoo.com,655c623a759f99c923eddb04,1
BreakableAfterthought@yahoo.com,655c623a759f99c923eddafa,1
LuckyGoose@gmail.com,655c623a759f99c923eddafa,0
PuzzledIsland@yahoo.com,655c623a759f99c923eddb0e,1
ZealousHeart@yahoo.com,655c623a759f99c923eddb02,0
kingtut10101@gmail.com,655c623a759f99c923eddb06,1
ConfusedAppliance@yahoo.com,655c623a759f99c923eddafd,1
HilariousCable@yahoo.com,655c623a759f99c923eddaf8,1
MistyMusic@yahoo.com,655c623a759f99c923eddafe,1
EnviousArmy@gmail.com,655c623a759f99c923eddafc,0
RepulsiveScent@yahoo.com,655c623a759f99c923eddb00,1
DeadHot@gmail.com,655c623a759f99c923eddb04,1
ConfusedAppliance@yahoo.com,655c623a759f99c923eddb0a,1
UnsightlyIcicle@gmail.com,655c623a759f99c923eddb06,1
CautiousStream@gmail.com,655c623a759f99c923eddb0e,0
InnocentVeil@yahoo.com,655c623a759f99c923eddb0b,0
JollyBasketball@yahoo.com,655c623a759f99c923eddb09,0
HappyFriction@yahoo.com,655c623a759f99c923eddb0c,1
AgreeableBelieve@yahoo.com,655c623a759f99c923eddaf9,1
TroubledBoat@yahoo.com,655c623a759f99c923eddb08,1
ClumsyEducation@yahoo.com,655c623a759f99c923eddb0a,1
TroubledBoat@yahoo.com,655c623a759f99c923eddb01,0
CrowdedCent@gmail.com,655c623a759f99c923eddafd,1
FaithfulGrain@gmail.com,655c623a759f99c923eddafb,1
ZealousHeart@yahoo.com,655c623a759f99c923eddafe,1
PuzzledIsland@yahoo.com,655c623a759f99c923eddb04,1
AnxiousAppliance@gmail.com,655c623a759f99c923eddb09,0
PreciousPlane@gmail.com,655c623a759f99c923eddaf9,0
BreakableAfterthought@yahoo.com,655c623a759f99c923eddb00,1
DisturbedSheet@gmail.com,655c623a759f99c923eddaf9,1
StrangePatch@yahoo.com,655c623a759f99c923eddafd,1
HilariousCable@yahoo.com,655c623a759f99c923eddb04,1
RelievedPleasure@gmail.com,655c623a759f99c923eddb0a,0
SplendidHeart@gmail.com,655c623a759f99c923eddb05,0
BrainyHydrant@yahoo.com,655c623a759f99c923eddb08,1
PreciousPlane@gmail.com,655c623a759f99c923eddaf8,1
BewilderedHaircut@gmail.com,655c623a759f99c923eddafa,0
GrumpyBucket@gmail.com,655c623a759f99c923eddb05,1
FaithfulGrain@gmail.com,655c623a759f99c923eddafd,1
DefeatedWrench@gmail.com,655c623a759f99c923eddafc,0
AttractiveTitle@yahoo.com,655c623a759f99c923eddafa,0
AlertTemper@gmail.com,655c623a759f99c923eddb0a,0
ThankfulGiraffe@yahoo.com,655c623a759f99c923eddb0a,0
8pp8413@gmail.com,655c623a759f99c923eddb0a,1
EvilAirplane@gmail.com,655c623a759f99c923eddaf9,0
HomelyScene@gmail.com,655c623a759f99c923eddafb,1
ConfusedAirplane@yahoo.com,655c623a759f99c923eddb0d,1
HilariousCable@yahoo.com,655c623a759f99c923eddb08,1
PuzzledIsland@yahoo.com,655c623a759f99c923eddb0d,1
CleverHeart@yahoo.com,655c623a759f99c923eddb0b,1
ThankfulGiraffe@yahoo.com,655c623a759f99c923eddb06,1
GrumpyBucket@gmail.com,655c623a759f99c923eddb0c,0
DisturbedSheet@gmail.com,655c623a759f99c923eddafa,0
kingtut10101@gmail.com,655c623a759f99c923eddb03,0
FoolishCoast@yahoo.com,655c623a759f99c923eddb0c,0
ProudHydrant@gmail.com,655c623a759f99c923eddb0a,0
FrightenedLinen@gmail.com,655c623a759f99c923eddb0d,1
RepulsiveScent@yahoo.com,655c623a759f99c923eddb04,1
DelightfulCoast@gmail.com,655c623a759f99c923eddafb,1
HilariousCable@yahoo.com,655c623a759f99c923eddafb,1
HomelyScene@gmail.com,655c623a759f99c923eddb0a,0
DisgustedDrug@gmail.com,655c623a759f99c923eddafb,0
chrismas@aol.com,655c623a759f99c923eddb02,1
ShyIdea@gmail.com,655c623a759f99c923eddb0e,0
CarefulFurniture@gmail.com,655c623a759f99c923eddb08,1
DelightfulCoast@gmail.com,655c623a759f99c923eddafe,1
SplendidHeart@gmail.com,655c623a759f99c923eddb09,1
HilariousGhost@yahoo.com,655c623a759f99c923eddaff,1
PricklyCelery@yahoo.com,655c623a759f99c923eddb0c,1
CarefulFurniture@gmail.com,655c623a759f99c923eddb0a,0
DisgustedDrug@gmail.com,655c623a759f99c923eddafa,1
UninterestedArmy@gmail.com,655c623a759f99c923eddb05,1
GreenStation@yahoo.com,655c623a759f99c923eddb02,1
LongGalley@gmail.com,655c623a759f99c923eddb0d,1
FrightenedLinen@gmail.com,655c623a759f99c923eddafd,1
DefeatedWrench@gmail.com,655c623a759f99c923eddb08,0
AverageAnswer@yahoo.com,655c623a759f99c923eddb00,1
StupidCherries@gmail.com,655c623a759f99c923eddaff,1
CautiousStream@gmail.com,655c623a759f99c923eddb06,1
ThankfulGiraffe@yahoo.com,655c623a759f99c923eddb03,0
BloodyEarthquake@yahoo.com,655c623a759f99c923eddaf8,0
ObnoxiousAirport@gmail.com,655c623a759f99c923eddb08,1
HealthyCreature@yahoo.com,655c623a759f99c923eddaff,1
PanickyDemon@yahoo.com,655c623a759f99c923eddb0a,0
PricklyCelery@yahoo.com,655c623a759f99c923eddb09,1
LongGalley@gmail.com,655c623a759f99c923eddaf9,0
ShyIdea@gmail.com,655c623a759f99c923eddb0b,1
HealthyCreature@yahoo.com,655c623a759f99c923eddb05,0
HomelyScene@gmail.com,655c623a759f99c923eddb04,1
FamousArithmetic@yahoo.com,655c623a759f99c923eddafe,1
UninterestedArmy@gmail.com,655c623a759f99c923eddaff,1
RelievedPleasure@gmail.com,655c623a759f99c923eddb0c,1
HomelyScene@gmail.com,655c623a759f99c923eddb02,0
HappyFriction@yahoo.com,655c623a759f99c923eddb08,1
DeadHot@gmail.com,655c623a759f99c923eddafc,1
SillyDinner@gmail.com,655c623a759f99c923eddb02,0
HilariousGhost@yahoo.com,655c623a759f99c923eddb0b,0
VictoriousCable@gmail.com,655c623a759f99c923eddb00,1
TenseGlove@yahoo.com,655c623a759f99c923eddb06,0
TenseGlove@yahoo.com,655c623a759f99c923eddafd,0
TenderMonth@yahoo.com,655c623a759f99c923eddb09,1
HomelyScene@gmail.com,655c623a759f99c923eddb05,1
VictoriousCable@gmail.com,655c623a759f99c923eddafe,1
LonelyToothbrush@gmail.com,655c623a759f99c923eddb0b,1
JoyousButter@yahoo.com,655c623a759f99c923eddb06,0
ModernReward@gmail.com,655c623a759f99c923eddb08,0
VictoriousCable@gmail.com,655c623a759f99c923eddb08,1
SplendidHeart@gmail.com,655c623a759f99c923eddb0c,0
EvilAirplane@gmail.com,655c623a759f99c923eddb0c,1
HilariousCable@yahoo.com,655c623a759f99c923eddb0c,1
BeautifulGhost@yahoo.com,655c623a759f99c923eddafc,0
DizzyBelieve@gmail.com,655c623a759f99c923eddb01,0
AnnoyingHoney@gmail.com,655c623a759f99c923eddb04,1
BloodyEarthquake@yahoo.com,655c623a759f99c923eddafb,0
CleverHeart@yahoo.com,655c623a759f99c923eddafb,1
PreciousRoute@yahoo.com,655c623a759f99c923eddb0c,1
PerfectCactus@yahoo.com,655c623a759f99c923eddaf9,1
StrangePatch@yahoo.com,655c623a759f99c923eddb0a,0
BewilderedHaircut@gmail.com,655c623a759f99c923eddb0a,1
StrangePatch@yahoo.com,655c623a759f99c923eddb0c,0
UptightWrench@yahoo.com,655c623a759f99c923eddb02,1
PuzzledIsland@yahoo.com,655c623a759f99c923eddb09,1
HurtScene@gmail.com,655c623a759f99c923eddafd,1
VictoriousBrain@yahoo.com,655c623a759f99c923eddb01,0
ConfusedAppliance@yahoo.com,655c623a759f99c923eddb01,0
SillyDinner@gmail.com,655c623a759f99c923eddb07,1
ModernReward@gmail.com,655c623a759f99c923eddafc,1
InnocentVeil@yahoo.com,655c623a759f99c923eddb0e,1
EvilPassenger@gmail.com,655c623a759f99c923eddb08,1
DeadHot@gmail.com,655c623a759f99c923eddb06,1
PanickyDemon@yahoo.com,655c623a759f99c923eddafa,1
WickedOcean@yahoo.com,655c623a759f99c923eddb00,1
BreakableAfterthought@yahoo.com,655c623a759f99c923eddaf8,1
PreciousRoute@yahoo.com,655c623a759f99c923eddaf9,0
UnsightlyGate@gmail.com,655c623a759f99c923eddb02,1
ObnoxiousAirport@gmail.com,655c623a759f99c923eddb03,1
AverageAnswer@yahoo.com,655c623a759f99c923eddafe,1
ProudHydrant@gmail.com,655c623a759f99c923eddafb,1
HungryPollution@gmail.com,655c623a759f99c923eddb03,0
WickedOcean@yahoo.com,655c623a759f99c923eddb0b,1
ExcitedBeast@yahoo.com,655c623a759f99c923eddb01,1
VictoriousCable@gmail.com,655c623a759f99c923eddb0e,1
RepulsiveScent@yahoo.com,655c623a759f99c923eddb08,1
PuzzledCloth@yahoo.com,655c623a759f99c923eddafd,0
PreciousRoute@yahoo.com,655c623a759f99c923eddb0b,0
RelievedPleasure@gmail.com,655c623a759f99c923eddb08,1
8pp8413@gmail.com,655c623a759f99c923eddb05,0
ModernReward@gmail.com,655c623a759f99c923eddb0b,1
PerfectAdvice@gmail.com,655c623a759f99c923eddb00,0
FamousArithmetic@yahoo.com,655c623a759f99c923eddb0a,1
PreciousRoute@yahoo.com,655c623a759f99c923eddb0d,1
DizzyBelieve@gmail.com,655c623a759f99c923eddb0e,1
AmusedCarpenter@yahoo.com,655c623a759f99c923eddb05,0
HilariousGhost@yahoo.com,655c623a759f99c923eddafe,1
ObnoxiousAirport@gmail.com,655c623a759f99c923eddb0d,0
AgreeableBelieve@yahoo.com,655c623a759f99c923eddb03,1
HealthyCreature@yahoo.com,655c623a759f99c923eddb00,1
EasyMountain@yahoo.com,655c623a759f99c923eddb08,0
CrowdedCent@gmail.com,655c623a759f99c923eddb06,1
HappyFriction@yahoo.com,655c623a759f99c923eddafd,1
WickedOcean@yahoo.com,655c623a759f99c923eddb06,1
UnusualStage@yahoo.com,655c623a759f99c923eddb0e,1
DefeatedWrench@gmail.com,655c623a759f99c923eddafd,1
CautiousStream@gmail.com,655c623a759f99c923eddb02,1
DeadHot@gmail.com,655c623a759f99c923eddafe,1
kingtut10101@gmail.com,655c623a759f99c923eddafa,0
RepulsiveScent@yahoo.com,655c623a759f99c923eddaff,1
UnsightlyIcicle@gmail.com,655c623a759f99c923eddb0d,1
ModernReward@gmail.com,655c623a759f99c923eddb0d,1
GreenStation@yahoo.com,655c623a759f99c923eddafb,0
GreenStation@yahoo.com,655c623a759f99c923eddaf8,1
UptightWrench@yahoo.com,655c623a759f99c923eddaf8,1
RepulsiveScent@yahoo.com,655c623a759f99c923eddafa,0
AnxiousAppliance@gmail.com,655c623a759f99c923eddb05,1
SplendidHeart@gmail.com,655c623a759f99c923eddb08,1
HappyFriction@yahoo.com,655c623a759f99c923eddafe,0
HilariousGhost@yahoo.com,655c623a759f99c923eddb02,1
TroubledBoat@yahoo.com,655c623a759f99c923eddb0a,1
SillyDinner@gmail.com,655c623a759f99c923eddafd,1
ClumsyEducation@yahoo.com,655c623a759f99c923eddafa,1
UptightWrench@yahoo.com,655c623a759f99c923eddafc,1
BreakableAfterthought@yahoo.com,655c623a759f99c923eddb01,1
RepulsiveScent@yahoo.com,655c623a759f99c923eddb0b,0
HurtScene@gmail.com,655c623a759f99c923eddb09,0
PreciousPlane@gmail.com,655c623a759f99c923eddb00,1
LonelyToothbrush@gmail.com,655c623a759f99c923eddaf8,1
LonelyToothbrush@gmail.com,655c623a759f99c923eddb03,1
GreenStation@yahoo.com,655c623a759f99c923eddb05,1
GloriousHealth@yahoo.com,655c623a759f99c923eddb03,0
AmusedCarpenter@yahoo.com,655c623a759f99c923eddb01,1
VictoriousBrain@yahoo.com,655c623a759f99c923eddafd,1
BrainyHydrant@yahoo.com,655c623a759f99c923eddb01,0
EnviousArmy@gmail.com,655c623a759f99c923eddb08,1
CautiousStream@gmail.com,655c623a759f99c923eddafa,0
ProudHydrant@gmail.com,655c623a759f99c923eddb0b,0
CarefulFurniture@gmail.com,655c623a759f99c923eddaff,0
UnsightlyGate@gmail.com,655c623a759f99c923eddb0a,1
EmbarrassedJeans@yahoo.com,655c623a759f99c923eddb03,1
FriendlyTitle@yahoo.com,655c623a759f99c923eddb08,1
DisgustedDrug@gmail.com,655c623a759f99c923eddb07,0
8pp8413@gmail.com,655c623a759f99c923eddb0d,1
ConfusedAirplane@yahoo.com,655c623a759f99c923eddafd,0
HurtScene@gmail.com,655c623a759f99c923eddb02,1
AmusedFlock@gmail.com,655c623a759f99c923eddb08,1
PerfectCactus@yahoo.com,655c623a759f99c923eddb0e,0
VictoriousBrain@yahoo.com,655c623a759f99c923eddaf8,1
FunnyHoliday@yahoo.com,655c623a759f99c923eddb03,1
ShyIdea@gmail.com,655c623a759f99c923eddafa,1
LonelySeashore@yahoo.com,655c623a759f99c923eddb0c,1
AnnoyingHoney@gmail.com,655c623a759f99c923eddafa,1
PricklyMoney@yahoo.com,655c623a759f99c923eddaf8,1
FunnyHoliday@yahoo.com,655c623a759f99c923eddb05,0
AverageAnswer@yahoo.com,655c623a759f99c923eddaff,1
PricklyMoney@yahoo.com,655c623a759f99c923eddb02,1
EmbarrassedJeans@yahoo.com,655c623a759f99c923eddb07,0
GreenStation@yahoo.com,655c623a759f99c923eddb07,0
PricklyMoney@yahoo.com,655c623a759f99c923eddb07,1
